City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
369,vilhena,-12.7406,-60.1458,64.8,62,0,2.26,BR,1667714374
370,tura,25.5198,90.2201,79.18,61,0,4.12,IN,1667714375
371,la rioja,42.25,-2.5,28.18,29,47,6.49,ES,1667714375
372,shar,49.5886,81.0453,45.57,42,70,12.26,KZ,1667714376
373,burgeo,47.6167,-57.6152,51.28,92,100,7.38,CA,1667714376
374,namibe,-15.1961,12.1522,69.17,65,51,7.49,AO,1667714376
375,kieta,-6.2167,155.6333,81.43,83,100,7.81,PG,1667714377
376,herat,34.5,62.0,62.24,39,52,4.79,AF,1667714377
377,iqaluit,63.7506,-68.5145,17.33,79,100,4.61,CA,1667714378
378,laguna,38.421,-121.4238,61.09,88,100,11.5,US,1667714378
379,eenhana,-17.4667,16.3333,75.02,32,98,9.46,NA,1667714378
380,oster,50.9506,30.8823,35.96,82,100,10.76,UA,1667714379
381,biltine,14.5333,20.9167,77.95,20,99,13.56,TD,1667714379
382,tutoia,-2.7619,-42.2744,77.72,87,100,7.9,BR,1667714379
383,ribas do rio pardo,-20.4431,-53.7592,58.73,56,29,3.98,BR,1667714380
384,bereda,43.2686,-7.5406,52.14,100,97,5.03,ES,1667714380
385,soe,-9.8607,124.284,87.42,35,66,10.09,ID,1667714381
386,dabhol,17.6,73.1667,86.41,47,13,4.21,IN,1667714381
387,sibolga,1.7427,98.7792,84.65,66,94,4.72,ID,1667714381
388,kholtoson,50.2981,103.3097,37.74,49,14,2.59,RU,1667714382
389,swellendam,-34.0226,20.4417,70.05,66,47,4.9,ZA,1667714382
390,batemans bay,-35.7167,150.1833,69.3,70,61,8.81,AU,1667714382
391,ucluelet,48.9329,-125.5528,41.09,90,100,9.8,CA,1667714383
392,grand gaube,-20.0064,57.6608,80.38,64,10,7.0,MU,1667714383
393,gao,16.6362,1.637,70.36,19,59,12.1,ML,1667714384
394,greytown,-29.0642,30.5928,68.31,59,11,2.15,ZA,1667714384
395,lesnoy,57.6198,63.0784,21.47,92,47,7.02,RU,1667714384
396,vanimo,-2.6741,141.3028,83.71,78,59,3.98,PG,1667714385
397,senneterre,48.3835,-77.2328,61.02,80,100,18.63,CA,1667714385
398,dodoma,-6.1722,35.7395,73.29,47,51,9.55,TZ,1667714386
399,qaqortoq,60.7167,-46.0333,32.56,93,100,2.77,GL,1667714386
400,rocha,-34.4833,-54.3333,52.65,97,2,4.5,UY,1667714306
401,kazerun,29.6195,51.6541,65.95,30,2,0.94,IR,1667714386
402,vadu crisului,46.9833,22.5167,48.25,90,99,3.27,RO,1667714387
403,prabumulih,-3.45,104.25,81.37,85,100,5.12,ID,1667714387
404,byron bay,-28.65,153.6167,71.94,62,2,8.72,AU,1667714124
405,yugo-kamskiy,57.7053,55.5894,30.22,80,77,6.62,RU,1667714388
406,muleba,-1.8397,31.6544,69.78,73,99,3.51,TZ,1667714388
407,kampong chhnang,12.1667,104.55,80.58,77,91,6.58,KH,1667714388
408,brodokalmak,55.5748,62.082,31.1,91,77,7.96,RU,1667714389
409,abu samrah,35.3029,37.1841,66.83,34,1,3.71,SY,1667714389
410,komsomolskiy,40.4272,71.7189,56.12,71,95,2.3,UZ,1667714389
411,peniche,39.3558,-9.3811,54.45,84,42,7.47,PT,1667714390
412,visnes,59.3556,5.2242,52.21,76,40,19.57,NO,1667714390
413,hutchinson,38.0608,-97.9298,47.59,78,6,3.0,US,1667714160
414,mbuji-mayi,-6.15,23.6,72.18,86,100,2.06,CD,1667714391
415,atar,20.5169,-13.0499,71.71,14,1,8.21,MR,1667714391
416,crnici,43.1289,17.8667,49.78,76,75,2.3,BA,1667714392
417,sambava,-14.2667,50.1667,78.64,66,9,7.67,MG,1667714392
418,ekibastuz,51.6667,75.3667,35.13,52,9,23.42,KZ,1667714393
419,port macquarie,-31.4333,152.9167,69.89,66,70,10.6,AU,1667714393
420,saint-francois,46.4154,3.9054,33.24,100,89,2.3,FR,1667714393
421,puerto del rosario,28.5004,-13.8627,71.35,78,75,13.8,ES,1667714394
422,talnakh,69.4865,88.3972,24.21,96,100,9.93,RU,1667714394
423,new plymouth,-39.0667,174.0833,66.81,84,71,1.7,NZ,1667714191
424,waingapu,-9.6567,120.2641,87.89,61,100,10.29,ID,1667714394
425,benghazi,32.1167,20.0667,69.19,62,18,20.13,LY,1667714395
426,gomel,52.4345,30.9754,32.83,82,100,13.42,BY,1667714395
427,sioux lookout,50.1001,-91.917,23.07,93,0,2.3,CA,1667714396
428,camacha,33.0833,-16.3333,65.62,77,75,4.61,PT,1667714396
429,tezu,27.9167,96.1667,81.63,35,0,3.56,IN,1667714396
430,dali,25.7,100.1833,67.68,42,0,2.98,CN,1667714397
431,gweru,-19.45,29.8167,72.21,63,52,4.38,ZW,1667714397
432,omsukchan,62.5333,155.8,7.74,97,99,6.24,RU,1667714398
433,chililabombwe,-12.3648,27.8229,65.59,86,100,3.53,ZM,1667714398
434,mirnyy,62.5353,113.9611,14.23,85,100,7.0,RU,1667714398
435,itoman,26.1247,127.6694,75.4,60,75,8.05,JP,1667714399
436,keningau,5.3378,116.1602,83.26,76,100,1.5,MY,1667714399
437,leshukonskoye,64.8989,45.7622,29.46,96,91,6.87,RU,1667714399
438,hanna,51.6334,-111.9018,13.86,86,100,21.99,CA,1667714400
439,tazovskiy,67.4667,78.7,18.25,95,100,7.45,RU,1667714400
440,westport,41.1415,-73.3579,67.28,85,100,5.01,US,1667714189
441,nekrasovskoye,57.6766,40.3657,28.29,100,100,6.71,RU,1667714454
442,oksfjord,70.2396,22.3479,42.98,97,99,3.0,NO,1667714455
443,oranjestad,12.524,-70.027,81.91,88,100,5.01,AW,1667714456
444,nicoya,10.1483,-85.452,73.11,97,100,2.84,CR,1667714456
445,gravdal,68.1214,13.5031,44.19,90,100,9.4,NO,1667714457
446,aripuana,-9.1667,-60.6333,70.7,65,5,1.61,BR,1667714458
447,arlit,18.7369,7.3853,68.85,20,71,3.96,NE,1667714459
448,tsibanobalka,44.9803,37.3438,39.16,93,75,11.18,RU,1667714460
449,ballina,-28.8667,153.5667,73.02,70,2,8.68,AU,1667714379
450,palmer,42.1584,-72.3287,66.38,80,75,11.5,US,1667714461
451,santo antonio do ica,-3.1022,-67.9397,75.09,79,91,1.05,BR,1667714461
452,bad nauheim,50.3646,8.7386,43.21,96,59,5.93,DE,1667714462
453,ancud,-41.8697,-73.8203,51.44,83,72,6.15,CL,1667714463
454,dovolnoye,54.4958,79.6671,31.57,74,56,19.77,RU,1667714464
455,laem sing,12.4816,102.0738,86.32,60,70,3.74,TH,1667714464
456,voyvozh,62.892,54.9635,30.94,98,100,5.08,RU,1667714465
457,north battleford,52.7834,-108.2847,17.4,83,100,22.84,CA,1667714466
458,vestmanna,62.1564,-7.1664,40.12,93,75,3.44,FO,1667714467
459,grudziadz,53.4841,18.7537,37.0,94,53,5.95,PL,1667714341
460,lincoln,40.8,-96.667,53.29,67,3,15.01,US,1667714309
461,isakly,54.1333,51.5333,32.47,94,100,6.71,RU,1667714469
462,mitu,1.1983,-70.1733,70.14,86,84,1.54,CO,1667714470
463,ayr,55.4627,-4.6339,50.31,93,75,8.05,GB,1667714470
464,aklavik,68.2191,-135.0107,8.87,73,99,15.21,CA,1667714470
465,mapiripan,2.8892,-72.1256,70.32,88,30,2.26,CO,1667714471
466,nkoteng,4.5167,12.0333,69.26,86,96,0.4,CM,1667714471
467,khandbari,27.3747,87.2039,74.1,52,0,4.99,NP,1667714472
468,launceston,-41.45,147.1667,70.61,56,69,20.71,AU,1667714473
469,college,64.8569,-147.8028,3.9,88,18,1.01,US,1667714473
470,kazachka,53.3644,38.0694,34.16,69,98,3.53,RU,1667714474
471,ntcheu,-14.8203,34.6359,77.97,44,93,7.02,MW,1667714475
472,burns lake,54.2331,-125.7533,10.24,74,99,5.93,CA,1667714476
473,barao de melgaco,-16.1944,-55.9675,66.2,50,0,2.95,BR,1667714477
474,poum,-20.2333,164.0167,79.5,75,9,4.97,NC,1667714477
475,santiago de puringla,14.3585,-87.9032,63.99,97,70,1.66,HN,1667714478
476,sampit,-2.5333,112.95,85.08,79,100,3.67,ID,1667714478
477,kidal,18.4411,1.4078,69.26,21,0,9.1,ML,1667714479
478,mukhen,48.1,136.1,33.57,48,4,10.74,RU,1667714480
479,gallup,35.5281,-108.7426,42.03,50,39,8.88,US,1667714312
480,sterling,39.0062,-77.4286,70.09,81,100,13.8,US,1667714480
481,puerto carreno,6.189,-67.4859,75.06,79,95,4.94,CO,1667714481
482,ponta delgada,37.7333,-25.6667,59.72,72,20,3.44,PT,1667714482
483,tevaitoa,-16.7833,-151.5,79.0,81,100,23.64,PF,1667714482
484,mossendjo,-2.9506,12.7261,69.73,99,100,0.87,CG,1667714483
485,kiunga,-6.1219,141.2906,88.52,59,96,3.22,PG,1667714483
486,selikhino,50.3672,137.4996,29.46,33,3,7.0,RU,1667714484
487,imbituba,-28.24,-48.6703,58.17,87,47,5.21,BR,1667714485
488,sovetskiy,61.3614,63.5842,21.72,79,98,6.44,RU,1667714486
489,boguchany,58.3814,97.4531,31.77,81,100,6.67,RU,1667714487
490,gerardmer,48.0735,6.8779,30.04,79,64,3.56,FR,1667714487
491,nurota,40.5614,65.6886,60.62,41,99,2.93,UZ,1667714488
492,idappadi,11.5833,77.85,83.86,64,20,5.64,IN,1667714489
493,caconda,-13.7333,15.0667,63.03,61,87,0.81,AO,1667714434
494,kokoda,-8.8785,147.7407,77.4,92,99,2.86,PG,1667714490
495,beringovskiy,63.05,179.3167,35.78,82,93,16.46,RU,1667714490
496,oytal,42.9057,73.2697,53.51,63,100,4.09,KZ,1667714491
497,rawlins,41.7911,-107.2387,26.08,80,100,30.22,US,1667714322
498,tsaratanana,-16.7833,47.65,82.44,37,6,5.88,MG,1667714492
499,evensk,61.95,159.2333,24.84,94,100,3.38,RU,1667714493
500,ialibu,-6.2821,143.9935,61.5,96,91,2.1,PG,1667714494
501,chabahar,25.2919,60.643,80.74,64,92,3.11,IR,1667714494
502,raga,8.4596,25.678,79.48,35,24,3.11,SS,1667714495
503,maisons-laffitte,48.9526,2.1452,50.74,85,100,3.44,FR,1667714495
504,flin flon,54.7682,-101.865,26.96,95,100,14.85,CA,1667714496
505,middelburg,-25.7751,29.4648,72.36,45,3,8.97,ZA,1667714496
506,smolyaninovo,43.2956,132.4675,44.06,35,15,4.45,RU,1667714497
507,dryden,49.7833,-92.7503,25.16,70,2,5.26,CA,1667714498
508,vaitape,-16.5167,-151.75,79.0,81,100,23.87,PF,1667714499
509,voh,-20.9667,164.7,81.73,71,29,5.64,NC,1667714499
510,were ilu,10.6,39.4333,58.89,43,3,7.96,ET,1667714500
511,bud,39.447,-86.1758,53.67,83,20,7.07,US,1667714500
512,lamu,-2.2717,40.902,82.62,79,31,9.6,KE,1667714501
513,pasni,25.2631,63.471,78.87,69,100,5.66,PK,1667714501
514,rokupr,8.6717,-12.395,72.55,95,2,1.21,SL,1667714502
515,pemalang,-6.9,109.3667,86.32,67,85,2.46,ID,1667714502
516,olkhovatka,50.2831,39.2872,35.83,77,95,5.19,RU,1667714502
517,charters towers,-20.1,146.2667,86.02,28,95,5.12,AU,1667714503
518,uruguaiana,-29.7547,-57.0883,58.46,76,0,13.8,BR,1667714503
519,ville-marie,47.3335,-79.433,56.55,73,100,22.08,CA,1667714503
520,santiago,-33.4569,-70.6483,61.86,73,0,6.91,CL,1667714006
521,agaro,7.85,36.65,68.14,69,69,1.59,ET,1667714504
522,chernaya kholunitsa,58.8511,51.7154,28.51,91,71,7.02,RU,1667714504
523,bogande,12.9714,-0.1436,73.98,25,15,8.97,BF,1667714505
524,pacific grove,36.6177,-121.9166,59.67,94,99,5.99,US,1667714505
525,anzio,41.4853,12.6179,55.0,69,3,10.8,IT,1667714506
526,groningen,53.25,6.75,50.02,91,100,13.8,NL,1667714339
527,santa fe,-31.6333,-60.7,64.02,71,43,4.0,AR,1667714195
528,sosva,59.1766,61.8558,23.59,78,76,4.94,RU,1667714506
529,mustang,35.3842,-97.7245,54.19,76,0,21.85,US,1667714103
530,richards bay,-28.783,32.0377,74.44,69,47,10.13,ZA,1667714507
531,batouri,4.4333,14.3667,67.15,77,96,1.92,CM,1667714507
532,pyaozerskiy,65.8333,31.1667,30.49,88,97,8.63,RU,1667714508
533,marystown,47.1666,-55.1483,52.18,93,91,10.96,CA,1667714509
534,birao,10.2849,22.7882,77.09,35,87,6.67,CF,1667714509
535,riyadh,24.6877,46.7219,77.83,44,80,15.48,SA,1667714487
536,kedrovyy,56.1667,91.8167,32.41,77,100,4.63,RU,1667714510
537,lasa,46.6166,10.7002,34.36,43,28,1.43,IT,1667714511
538,saint-pierre,-21.3393,55.4781,80.28,57,0,5.75,RE,1667714511
539,prince rupert,54.3161,-130.3201,30.7,82,98,8.46,CA,1667714511
540,leander,30.5788,-97.8531,61.48,73,0,7.0,US,1667714220
541,vangaindrano,-23.35,47.6,80.04,64,99,9.57,MG,1667714512
542,acapulco,16.8634,-99.8901,77.99,84,22,3.18,MX,1667714512
543,amapa,1.0,-52.0,72.05,99,100,0.6,BR,1667714513
544,dongsheng,39.8161,109.9776,45.32,26,0,15.23,CN,1667714438
545,turukhansk,65.8167,87.9833,25.02,96,100,8.77,RU,1667714514
546,todiresti,47.3167,26.8333,48.49,78,100,11.39,RO,1667714514
547,labuan,5.2767,115.2417,81.34,78,100,4.32,MY,1667714515
548,bijar,35.8668,47.6051,45.07,38,0,9.28,IR,1667714515
549,mount pleasant,32.7941,-79.8626,73.98,95,75,4.61,US,1667714515
550,at-bashi,41.1702,75.8106,42.87,65,100,1.1,KG,1667714516
551,rumoi,43.9344,141.6428,43.66,57,79,12.17,JP,1667714516
552,newport,51.5877,-2.9984,52.34,91,75,6.58,GB,1667714517
553,serov,59.6033,60.5787,26.15,77,88,4.92,RU,1667714517
554,mehamn,71.0357,27.8492,40.95,87,100,13.8,NO,1667714518
555,fairbanks,64.8378,-147.7164,3.92,83,21,2.13,US,1667714519
556,high rock,26.6208,-78.2833,79.21,74,0,19.28,BS,1667714519
557,nome,64.5011,-165.4064,28.11,83,100,15.46,US,1667714520
558,sawtell,-30.3833,153.1,71.19,68,22,10.36,AU,1667714520
559,the valley,18.217,-63.0578,79.11,89,100,23.87,AI,1667714521
560,lockhart,28.6194,-81.4426,74.08,97,65,7.09,US,1667714522
